"formula","CoreID","presence","Incubation_Temp","A_priori_CUE","n"
"C37H60O16","15C_2",1,"15C","Low",4
"C37H60O16","15C_3",1,"15C","Low",4
"C37H60O16","15C_4",1,"15C","High",4
"C37H60O16","15C_5",1,"15C","Low",4
"C37H60O16","15C_6",1,"15C","High",4
"C37H60O16","15C_7",1,"15C","High",4
"C37H60O16","15C_8",1,"15C","Low",4
"C37H60O16","25C_2",1,"25C","Low",4
"C37H60O16","25C_3",1,"25C","Low",4
"C37H60O16","25C_4",1,"25C","High",3
"C37H60O16","25C_5",1,"25C","Low",4
"C37H60O16","25C_6",1,"25C","High",3
"C37H60O16","25C_7",1,"25C","High",3
"C37H60O16","25C_8",1,"25C","Low",4
"C37H60O16","45C_1",1,"45C","High",4
"C37H60O16","45C_2",1,"45C","Low",4
"C37H60O16","45C_3",1,"45C","Low",4
"C37H60O16","45C_4",1,"45C","High",4
"C37H60O16","45C_5",1,"45C","Low",4
"C37H60O16","45C_6",1,"45C","High",4
"C37H60O16","45C_7",1,"45C","High",4
"C37H60O16","45C_8",1,"45C","Low",4
"C38H64O15","15C_1",1,"15C","High",3
"C38H64O15","15C_4",1,"15C","High",3
"C38H64O15","15C_6",1,"15C","High",3
"C38H64O15","45C_1",1,"45C","High",3
"C38H64O15","45C_2",1,"45C","Low",3
"C38H64O15","45C_3",1,"45C","Low",3
"C38H64O15","45C_4",1,"45C","High",3
"C38H64O15","45C_5",1,"45C","Low",3
"C38H64O15","45C_7",1,"45C","High",3
"C35H38O19","15C_1",1,"15C","High",4
"C35H38O19","15C_2",1,"15C","Low",4
"C35H38O19","15C_3",1,"15C","Low",4
"C35H38O19","15C_4",1,"15C","High",4
"C35H38O19","15C_5",1,"15C","Low",4
"C35H38O19","15C_6",1,"15C","High",4
"C35H38O19","15C_7",1,"15C","High",4
"C35H38O19","15C_8",1,"15C","Low",4
"C35H38O19","25C_2",1,"25C","Low",3
"C35H38O19","25C_3",1,"25C","Low",3
"C35H38O19","25C_4",1,"25C","High",3
"C35H38O19","25C_5",1,"25C","Low",3
"C35H38O19","25C_6",1,"25C","High",3
"C35H38O19","25C_7",1,"25C","High",3
"C35H38O19","45C_2",1,"45C","Low",3
"C35H38O19","45C_3",1,"45C","Low",3
"C35H38O19","45C_8",1,"45C","Low",3
"C36H42O18","15C_1",1,"15C","High",4
"C36H42O18","15C_2",1,"15C","Low",4
"C36H42O18","15C_3",1,"15C","Low",4
"C36H42O18","15C_4",1,"15C","High",4
"C36H42O18","15C_5",1,"15C","Low",4
"C36H42O18","15C_6",1,"15C","High",4
"C36H42O18","15C_7",1,"15C","High",4
"C36H42O18","15C_8",1,"15C","Low",4
"C36H42O18","25C_1",1,"25C","High",4
"C36H42O18","25C_2",1,"25C","Low",4
"C36H42O18","25C_3",1,"25C","Low",4
"C36H42O18","25C_4",1,"25C","High",4
"C36H42O18","25C_5",1,"25C","Low",4
"C36H42O18","25C_6",1,"25C","High",4
"C36H42O18","25C_7",1,"25C","High",4
"C36H42O18","25C_8",1,"25C","Low",4
"C36H42O18","45C_1",1,"45C","High",4
"C36H42O18","45C_2",1,"45C","Low",4
"C36H42O18","45C_3",1,"45C","Low",4
"C36H42O18","45C_4",1,"45C","High",4
"C36H42O18","45C_5",1,"45C","Low",4
"C36H42O18","45C_6",1,"45C","High",4
"C36H42O18","45C_7",1,"45C","High",4
"C36H42O18","45C_8",1,"45C","Low",4
"C37H46O17","15C_1",1,"15C","High",4
"C37H46O17","15C_2",1,"15C","Low",4
"C37H46O17","15C_3",1,"15C","Low",4
"C37H46O17","15C_4",1,"15C","High",4
"C37H46O17","15C_5",1,"15C","Low",4
"C37H46O17","15C_6",1,"15C","High",4
"C37H46O17","15C_7",1,"15C","High",4
"C37H46O17","15C_8",1,"15C","Low",4
"C37H46O17","25C_1",1,"25C","High",4
"C37H46O17","25C_2",1,"25C","Low",4
"C37H46O17","25C_3",1,"25C","Low",4
"C37H46O17","25C_4",1,"25C","High",4
"C37H46O17","25C_5",1,"25C","Low",4
"C37H46O17","25C_6",1,"25C","High",4
"C37H46O17","25C_7",1,"25C","High",4
"C37H46O17","25C_8",1,"25C","Low",4
"C37H46O17","45C_1",1,"45C","High",4
"C37H46O17","45C_2",1,"45C","Low",4
"C37H46O17","45C_3",1,"45C","Low",4
"C37H46O17","45C_4",1,"45C","High",4
"C37H46O17","45C_5",1,"45C","Low",4
"C37H46O17","45C_6",1,"45C","High",4
"C37H46O17","45C_7",1,"45C","High",4
"C37H46O17","45C_8",1,"45C","Low",4
"C38H50O16","15C_2",1,"15C","Low",3
"C38H50O16","15C_3",1,"15C","Low",3
"C38H50O16","15C_5",1,"15C","Low",3
"C38H50O16","25C_1",1,"25C","High",4
"C38H50O16","25C_2",1,"25C","Low",4
"C38H50O16","25C_3",1,"25C","Low",4
"C38H50O16","25C_4",1,"25C","High",4
"C38H50O16","25C_5",1,"25C","Low",4
"C38H50O16","25C_6",1,"25C","High",4
"C38H50O16","25C_7",1,"25C","High",4
"C38H50O16","25C_8",1,"25C","Low",4
"C38H50O16","45C_1",1,"45C","High",4
"C38H50O16","45C_2",1,"45C","Low",4
"C38H50O16","45C_3",1,"45C","Low",4
"C38H50O16","45C_4",1,"45C","High",4
"C38H50O16","45C_5",1,"45C","Low",4
"C38H50O16","45C_6",1,"45C","High",4
"C38H50O16","45C_7",1,"45C","High",4
"C38H50O16","45C_8",1,"45C","Low",4
"C35H54O18","15C_1",1,"15C","High",4
"C35H54O18","15C_2",1,"15C","Low",3
"C35H54O18","15C_3",1,"15C","Low",3
"C35H54O18","15C_4",1,"15C","High",4
"C35H54O18","15C_5",1,"15C","Low",3
"C35H54O18","15C_6",1,"15C","High",4
"C35H54O18","15C_7",1,"15C","High",4
"C35H54O18","25C_1",1,"25C","High",4
"C35H54O18","25C_2",1,"25C","Low",3
"C35H54O18","25C_3",1,"25C","Low",3
"C35H54O18","25C_4",1,"25C","High",4
"C35H54O18","25C_5",1,"25C","Low",3
"C35H54O18","25C_6",1,"25C","High",4
"C35H54O18","25C_7",1,"25C","High",4
"C35H54O18","45C_1",1,"45C","High",4
"C35H54O18","45C_2",1,"45C","Low",4
"C35H54O18","45C_3",1,"45C","Low",4
"C35H54O18","45C_4",1,"45C","High",4
"C35H54O18","45C_5",1,"45C","Low",4
"C35H54O18","45C_6",1,"45C","High",4
"C35H54O18","45C_7",1,"45C","High",4
"C35H54O18","45C_8",1,"45C","Low",4
"C39H54O15","15C_1",1,"15C","High",3
"C39H54O15","15C_6",1,"15C","High",3
"C39H54O15","15C_7",1,"15C","High",3
"C39H54O15","25C_1",1,"25C","High",3
"C39H54O15","25C_2",1,"25C","Low",3
"C39H54O15","25C_3",1,"25C","Low",3
"C39H54O15","25C_6",1,"25C","High",3
"C39H54O15","25C_7",1,"25C","High",3
"C39H54O15","25C_8",1,"25C","Low",3
"C39H54O15","45C_1",1,"45C","High",4
"C39H54O15","45C_2",1,"45C","Low",4
"C39H54O15","45C_3",1,"45C","Low",4
"C39H54O15","45C_4",1,"45C","High",4
"C39H54O15","45C_5",1,"45C","Low",4
"C39H54O15","45C_6",1,"45C","High",4
"C39H54O15","45C_7",1,"45C","High",4
"C39H54O15","45C_8",1,"45C","Low",4
"C36H58O17","15C_1",1,"15C","High",4
"C36H58O17","15C_2",1,"15C","Low",3
"C36H58O17","15C_3",1,"15C","Low",3
"C36H58O17","15C_4",1,"15C","High",4
"C36H58O17","15C_5",1,"15C","Low",3
"C36H58O17","15C_6",1,"15C","High",4
"C36H58O17","15C_7",1,"15C","High",4
"C36H58O17","25C_1",1,"25C","High",4
"C36H58O17","25C_2",1,"25C","Low",4
"C36H58O17","25C_3",1,"25C","Low",4
"C36H58O17","25C_4",1,"25C","High",4
"C36H58O17","25C_5",1,"25C","Low",4
"C36H58O17","25C_6",1,"25C","High",4
"C36H58O17","25C_7",1,"25C","High",4
"C36H58O17","25C_8",1,"25C","Low",4
"C36H58O17","45C_1",1,"45C","High",4
"C36H58O17","45C_2",1,"45C","Low",4
"C36H58O17","45C_3",1,"45C","Low",4
"C36H58O17","45C_4",1,"45C","High",4
"C36H58O17","45C_5",1,"45C","Low",4
"C36H58O17","45C_6",1,"45C","High",4
"C36H58O17","45C_7",1,"45C","High",4
"C36H58O17","45C_8",1,"45C","Low",4
"C40H58O14","15C_2",1,"15C","Low",3
"C40H58O14","15C_3",1,"15C","Low",3
"C40H58O14","15C_5",1,"15C","Low",3
"C40H58O14","25C_1",1,"25C","High",3
"C40H58O14","25C_2",1,"25C","Low",3
"C40H58O14","25C_3",1,"25C","Low",3
"C40H58O14","25C_5",1,"25C","Low",3
"C40H58O14","25C_6",1,"25C","High",3
"C40H58O14","25C_7",1,"25C","High",3
"C40H58O14","45C_2",1,"45C","Low",3
"C40H58O14","45C_3",1,"45C","Low",3
"C40H58O14","45C_5",1,"45C","Low",3
"C37H62O16","15C_2",1,"15C","Low",3
"C37H62O16","15C_3",1,"15C","Low",3
"C37H62O16","15C_4",1,"15C","High",3
"C37H62O16","15C_5",1,"15C","Low",3
"C37H62O16","15C_6",1,"15C","High",3
"C37H62O16","15C_7",1,"15C","High",3
"C37H62O16","45C_1",1,"45C","High",4
"C37H62O16","45C_2",1,"45C","Low",4
"C37H62O16","45C_3",1,"45C","Low",4
"C37H62O16","45C_4",1,"45C","High",4
"C37H62O16","45C_5",1,"45C","Low",4
"C37H62O16","45C_6",1,"45C","High",4
"C37H62O16","45C_7",1,"45C","High",4
"C37H62O16","45C_8",1,"45C","Low",4
"C38H36O17","15C_2",1,"15C","Low",3
"C38H36O17","15C_3",1,"15C","Low",3
"C38H36O17","15C_5",1,"15C","Low",3
"C38H36O17","25C_2",1,"25C","Low",3
"C38H36O17","25C_3",1,"25C","Low",3
"C38H36O17","25C_5",1,"25C","Low",3
"C35H40O19","15C_2",1,"15C","Low",4
"C35H40O19","15C_3",1,"15C","Low",4
"C35H40O19","15C_4",1,"15C","High",3
"C35H40O19","15C_5",1,"15C","Low",4
"C35H40O19","15C_6",1,"15C","High",3
"C35H40O19","15C_7",1,"15C","High",3
"C35H40O19","15C_8",1,"15C","Low",4
"C35H40O19","25C_2",1,"25C","Low",3
"C35H40O19","25C_3",1,"25C","Low",3
"C35H40O19","25C_5",1,"25C","Low",3
"C39H40O16","15C_2",1,"15C","Low",4
"C39H40O16","15C_3",1,"15C","Low",4
"C39H40O16","15C_5",1,"15C","Low",4
"C39H40O16","15C_8",1,"15C","Low",4
"C39H40O16","25C_1",1,"25C","High",4
"C39H40O16","25C_2",1,"25C","Low",3
"C39H40O16","25C_4",1,"25C","High",4
"C39H40O16","25C_5",1,"25C","Low",3
"C39H40O16","25C_6",1,"25C","High",4
"C39H40O16","25C_7",1,"25C","High",4
"C39H40O16","25C_8",1,"25C","Low",3
"C39H40O16","45C_2",1,"45C","Low",4
"C39H40O16","45C_3",1,"45C","Low",4
"C39H40O16","45C_5",1,"45C","Low",4
"C39H40O16","45C_8",1,"45C","Low",4
"C36H44O18","15C_1",1,"15C","High",4
"C36H44O18","15C_2",1,"15C","Low",4
"C36H44O18","15C_3",1,"15C","Low",4
"C36H44O18","15C_4",1,"15C","High",4
"C36H44O18","15C_5",1,"15C","Low",4
"C36H44O18","15C_6",1,"15C","High",4
"C36H44O18","15C_7",1,"15C","High",4
"C36H44O18","15C_8",1,"15C","Low",4
"C36H44O18","25C_1",1,"25C","High",4
"C36H44O18","25C_2",1,"25C","Low",4
"C36H44O18","25C_3",1,"25C","Low",4
"C36H44O18","25C_4",1,"25C","High",4
"C36H44O18","25C_5",1,"25C","Low",4
"C36H44O18","25C_6",1,"25C","High",4
"C36H44O18","25C_7",1,"25C","High",4
"C36H44O18","25C_8",1,"25C","Low",4
"C36H44O18","45C_2",1,"45C","Low",4
"C36H44O18","45C_3",1,"45C","Low",4
"C36H44O18","45C_5",1,"45C","Low",4
"C36H44O18","45C_8",1,"45C","Low",4
"C40H44O15","45C_2",1,"45C","Low",3
"C40H44O15","45C_3",1,"45C","Low",3
"C40H44O15","45C_5",1,"45C","Low",3
"C38H48O14","45C_5",1,"45C","Low",4
"C37H48O17","15C_2",1,"15C","Low",4
"C37H48O17","15C_3",1,"15C","Low",4
"C37H48O17","15C_4",1,"15C","High",3
"C37H48O17","15C_5",1,"15C","Low",4
"C37H48O17","15C_6",1,"15C","High",3
"C37H48O17","15C_7",1,"15C","High",3
"C37H48O17","15C_8",1,"15C","Low",4
"C37H48O17","25C_1",1,"25C","High",4
"C37H48O17","25C_2",1,"25C","Low",4
"C37H48O17","25C_3",1,"25C","Low",4
"C37H48O17","25C_4",1,"25C","High",4
"C37H48O17","25C_5",1,"25C","Low",4
"C37H48O17","25C_6",1,"25C","High",4
"C37H48O17","25C_7",1,"25C","High",4
"C37H48O17","25C_8",1,"25C","Low",4
"C37H48O17","45C_1",1,"45C","High",4
"C37H48O17","45C_2",1,"45C","Low",4
"C37H48O17","45C_3",1,"45C","Low",4
"C37H48O17","45C_4",1,"45C","High",4
"C37H48O17","45C_5",1,"45C","Low",4
"C37H48O17","45C_6",1,"45C","High",4
"C37H48O17","45C_7",1,"45C","High",4
"C37H48O17","45C_8",1,"45C","Low",4
"C38H52O16","15C_1",1,"15C","High",4
"C38H52O16","15C_2",1,"15C","Low",4
"C38H52O16","15C_3",1,"15C","Low",4
"C38H52O16","15C_4",1,"15C","High",4
"C38H52O16","15C_5",1,"15C","Low",4
"C38H52O16","15C_6",1,"15C","High",4
"C38H52O16","15C_7",1,"15C","High",4
"C38H52O16","15C_8",1,"15C","Low",4
"C38H52O16","25C_1",1,"25C","High",4
"C38H52O16","25C_2",1,"25C","Low",4
"C38H52O16","25C_3",1,"25C","Low",4
"C38H52O16","25C_4",1,"25C","High",4
"C38H52O16","25C_5",1,"25C","Low",4
"C38H52O16","25C_6",1,"25C","High",4
"C38H52O16","25C_7",1,"25C","High",4
"C38H52O16","25C_8",1,"25C","Low",4
"C38H52O16","45C_1",1,"45C","High",4
"C38H52O16","45C_2",1,"45C","Low",4
"C38H52O16","45C_3",1,"45C","Low",4
"C38H52O16","45C_4",1,"45C","High",4
"C38H52O16","45C_5",1,"45C","Low",4
"C38H52O16","45C_6",1,"45C","High",4
"C38H52O16","45C_7",1,"45C","High",4
"C38H52O16","45C_8",1,"45C","Low",4
"C35H56O18","45C_1",1,"45C","High",3
"C35H56O18","45C_2",1,"45C","Low",3
"C35H56O18","45C_4",1,"45C","High",3
"C35H56O18","45C_5",1,"45C","Low",3
"C35H56O18","45C_7",1,"45C","High",3
"C35H56O18","45C_8",1,"45C","Low",3
"C39H56O15","15C_1",1,"15C","High",4
"C39H56O15","15C_2",1,"15C","Low",3
"C39H56O15","15C_3",1,"15C","Low",3
"C39H56O15","15C_4",1,"15C","High",4
"C39H56O15","15C_5",1,"15C","Low",3
"C39H56O15","15C_6",1,"15C","High",4
"C39H56O15","15C_7",1,"15C","High",4
"C39H56O15","25C_1",1,"25C","High",4
"C39H56O15","25C_2",1,"25C","Low",3
"C39H56O15","25C_3",1,"25C","Low",3
"C39H56O15","25C_4",1,"25C","High",4
"C39H56O15","25C_6",1,"25C","High",4
"C39H56O15","25C_7",1,"25C","High",4
"C39H56O15","25C_8",1,"25C","Low",3
"C39H56O15","45C_1",1,"45C","High",4
"C39H56O15","45C_2",1,"45C","Low",4
"C39H56O15","45C_3",1,"45C","Low",4
"C39H56O15","45C_4",1,"45C","High",4
"C39H56O15","45C_5",1,"45C","Low",4
"C39H56O15","45C_6",1,"45C","High",4
"C39H56O15","45C_7",1,"45C","High",4
"C39H56O15","45C_8",1,"45C","Low",4
"C36H60O17","15C_1",1,"15C","High",3
"C36H60O17","15C_4",1,"15C","High",3
"C36H60O17","15C_6",1,"15C","High",3
"C36H60O17","45C_1",1,"45C","High",3
"C36H60O17","45C_2",1,"45C","Low",3
"C36H60O17","45C_4",1,"45C","High",3
"C36H60O17","45C_5",1,"45C","Low",3
"C36H60O17","45C_7",1,"45C","High",3
"C36H60O17","45C_8",1,"45C","Low",3
"C40H60O14","25C_2",1,"25C","Low",3
"C40H60O14","25C_3",1,"25C","Low",3
"C40H60O14","25C_8",1,"25C","Low",3
"C40H60O14","45C_1",1,"45C","High",3
"C40H60O14","45C_2",1,"45C","Low",3
"C40H60O14","45C_3",1,"45C","Low",3
"C40H60O14","45C_4",1,"45C","High",3
"C40H60O14","45C_5",1,"45C","Low",3
"C40H60O14","45C_7",1,"45C","High",3
"C38H38O17","15C_2",1,"15C","Low",4
"C38H38O17","15C_3",1,"15C","Low",4
"C38H38O17","15C_4",1,"15C","High",3
"C38H38O17","15C_5",1,"15C","Low",4
"C38H38O17","15C_6",1,"15C","High",3
"C38H38O17","15C_7",1,"15C","High",3
"C38H38O17","15C_8",1,"15C","Low",4
"C38H38O17","25C_1",1,"25C","High",4
"C38H38O17","25C_2",1,"25C","Low",3
"C38H38O17","25C_3",1,"25C","Low",3
"C38H38O17","25C_4",1,"25C","High",4
"C38H38O17","25C_5",1,"25C","Low",3
"C38H38O17","25C_6",1,"25C","High",4
"C38H38O17","25C_7",1,"25C","High",4
"C38H38O17","45C_2",1,"45C","Low",4
"C38H38O17","45C_3",1,"45C","Low",4
"C38H38O17","45C_5",1,"45C","Low",4
"C38H38O17","45C_8",1,"45C","Low",4
"C35H42O19","15C_2",1,"15C","Low",3
"C35H42O19","15C_4",1,"15C","High",3
"C35H42O19","15C_5",1,"15C","Low",3
"C35H42O19","15C_6",1,"15C","High",3
"C35H42O19","15C_7",1,"15C","High",3
"C35H42O19","15C_8",1,"15C","Low",3
"C35H42O19","25C_2",1,"25C","Low",3
"C35H42O19","25C_3",1,"25C","Low",3
"C35H42O19","25C_5",1,"25C","Low",3
"C39H42O16","15C_2",1,"15C","Low",4
"C39H42O16","15C_3",1,"15C","Low",4
"C39H42O16","15C_4",1,"15C","High",3
"C39H42O16","15C_5",1,"15C","Low",4
"C39H42O16","15C_6",1,"15C","High",3
"C39H42O16","15C_7",1,"15C","High",3
"C39H42O16","15C_8",1,"15C","Low",4
"C39H42O16","25C_1",1,"25C","High",4
"C39H42O16","25C_2",1,"25C","Low",3
"C39H42O16","25C_4",1,"25C","High",4
"C39H42O16","25C_5",1,"25C","Low",3
"C39H42O16","25C_6",1,"25C","High",4
"C39H42O16","25C_7",1,"25C","High",4
"C39H42O16","25C_8",1,"25C","Low",3
"C39H42O16","45C_1",1,"45C","High",4
"C39H42O16","45C_2",1,"45C","Low",4
"C39H42O16","45C_3",1,"45C","Low",4
"C39H42O16","45C_4",1,"45C","High",4
"C39H42O16","45C_5",1,"45C","Low",4
"C39H42O16","45C_6",1,"45C","High",4
"C39H42O16","45C_7",1,"45C","High",4
"C39H42O16","45C_8",1,"45C","Low",4
"C36H46O18","15C_2",1,"15C","Low",4
"C36H46O18","15C_3",1,"15C","Low",4
"C36H46O18","15C_4",1,"15C","High",3
"C36H46O18","15C_5",1,"15C","Low",4
"C36H46O18","15C_6",1,"15C","High",3
"C36H46O18","15C_7",1,"15C","High",3
"C36H46O18","15C_8",1,"15C","Low",4
"C36H46O18","25C_1",1,"25C","High",4
"C36H46O18","25C_2",1,"25C","Low",4
"C36H46O18","25C_3",1,"25C","Low",4
"C36H46O18","25C_4",1,"25C","High",4
"C36H46O18","25C_5",1,"25C","Low",4
"C36H46O18","25C_6",1,"25C","High",4
"C36H46O18","25C_7",1,"25C","High",4
"C36H46O18","25C_8",1,"25C","Low",4
"C36H46O18","45C_1",1,"45C","High",5
"C36H46O18","45C_2",1,"45C","Low",4
"C36H46O18","45C_3",1,"45C","Low",4
"C36H46O18","45C_4",1,"45C","High",5
"C36H46O18","45C_5",1,"45C","Low",4
"C36H46O18","45C_6",1,"45C","High",5
"C36H46O18","45C_7",1,"45C","High",5
"C36H46O18","45C_8",1,"45C","Low",4
"C37H50O17","15C_1",1,"15C","High",4
"C37H50O17","15C_2",1,"15C","Low",4
"C37H50O17","15C_3",1,"15C","Low",4
"C37H50O17","15C_4",1,"15C","High",4
"C37H50O17","15C_5",1,"15C","Low",4
"C37H50O17","15C_6",1,"15C","High",4
"C37H50O17","15C_7",1,"15C","High",4
"C37H50O17","15C_8",1,"15C","Low",4
"C37H50O17","25C_1",1,"25C","High",4
"C37H50O17","25C_2",1,"25C","Low",4
"C37H50O17","25C_3",1,"25C","Low",4
"C37H50O17","25C_4",1,"25C","High",4
"C37H50O17","25C_5",1,"25C","Low",4
"C37H50O17","25C_6",1,"25C","High",4
"C37H50O17","25C_7",1,"25C","High",4
"C37H50O17","25C_8",1,"25C","Low",4
"C37H50O17","45C_1",1,"45C","High",3
"C37H50O17","45C_2",1,"45C","Low",4
"C37H50O17","45C_3",1,"45C","Low",4
"C37H50O17","45C_4",1,"45C","High",3
"C37H50O17","45C_5",1,"45C","Low",4
"C37H50O17","45C_7",1,"45C","High",3
"C37H50O17","45C_8",1,"45C","Low",4
"C38H54O16","15C_1",1,"15C","High",4
"C38H54O16","15C_2",1,"15C","Low",4
"C38H54O16","15C_3",1,"15C","Low",4
"C38H54O16","15C_4",1,"15C","High",4
"C38H54O16","15C_5",1,"15C","Low",4
"C38H54O16","15C_6",1,"15C","High",4
"C38H54O16","15C_7",1,"15C","High",4
"C38H54O16","15C_8",1,"15C","Low",4
"C38H54O16","25C_1",1,"25C","High",4
"C38H54O16","25C_2",1,"25C","Low",4
"C38H54O16","25C_3",1,"25C","Low",4
"C38H54O16","25C_4",1,"25C","High",4
"C38H54O16","25C_5",1,"25C","Low",4
"C38H54O16","25C_6",1,"25C","High",4
"C38H54O16","25C_7",1,"25C","High",4
"C38H54O16","25C_8",1,"25C","Low",4
"C38H54O16","45C_1",1,"45C","High",4
"C38H54O16","45C_2",1,"45C","Low",4
"C38H54O16","45C_3",1,"45C","Low",4
"C38H54O16","45C_4",1,"45C","High",4
"C38H54O16","45C_5",1,"45C","Low",4
"C38H54O16","45C_6",1,"45C","High",4
"C38H54O16","45C_7",1,"45C","High",4
"C38H54O16","45C_8",1,"45C","Low",4
"C39H58O15","15C_1",1,"15C","High",4
"C39H58O15","15C_2",1,"15C","Low",3
"C39H58O15","15C_3",1,"15C","Low",3
"C39H58O15","15C_4",1,"15C","High",4
"C39H58O15","15C_5",1,"15C","Low",3
"C39H58O15","15C_6",1,"15C","High",4
"C39H58O15","15C_7",1,"15C","High",4
"C39H58O15","25C_1",1,"25C","High",4
"C39H58O15","25C_2",1,"25C","Low",4
"C39H58O15","25C_3",1,"25C","Low",4
"C39H58O15","25C_4",1,"25C","High",4
"C39H58O15","25C_5",1,"25C","Low",4
"C39H58O15","25C_6",1,"25C","High",4
"C39H58O15","25C_7",1,"25C","High",4
"C39H58O15","25C_8",1,"25C","Low",4
"C39H58O15","45C_1",1,"45C","High",4
"C39H58O15","45C_2",1,"45C","Low",4
"C39H58O15","45C_3",1,"45C","Low",4
"C39H58O15","45C_4",1,"45C","High",4
"C39H58O15","45C_5",1,"45C","Low",4
"C39H58O15","45C_6",1,"45C","High",4
"C39H58O15","45C_7",1,"45C","High",4
"C39H58O15","45C_8",1,"45C","Low",4
"C40H62O14","25C_2",1,"25C","Low",3
"C40H62O14","25C_3",1,"25C","Low",3
"C40H62O14","25C_4",1,"25C","High",3
"C40H62O14","25C_5",1,"25C","Low",3
"C40H62O14","25C_6",1,"25C","High",3
"C40H62O14","25C_7",1,"25C","High",3
"C40H62O14","45C_1",1,"45C","High",3
"C40H62O14","45C_2",1,"45C","Low",3
"C40H62O14","45C_3",1,"45C","Low",3
"C40H62O14","45C_4",1,"45C","High",3
"C40H62O14","45C_5",1,"45C","Low",3
"C40H62O14","45C_7",1,"45C","High",3
"C37H36O18","15C_2",1,"15C","Low",4
"C37H36O18","15C_3",1,"15C","Low",4
"C37H36O18","15C_5",1,"15C","Low",4
"C37H36O18","15C_8",1,"15C","Low",4
"C37H36O18","25C_2",1,"25C","Low",3
"C37H36O18","25C_3",1,"25C","Low",3
"C37H36O18","25C_5",1,"25C","Low",3
"C37H36O18","45C_2",1,"45C","Low",3
"C37H36O18","45C_3",1,"45C","Low",3
"C37H36O18","45C_8",1,"45C","Low",3
"C38H40O17","15C_2",1,"15C","Low",4
"C38H40O17","15C_3",1,"15C","Low",4
"C38H40O17","15C_4",1,"15C","High",3
"C38H40O17","15C_5",1,"15C","Low",4
"C38H40O17","15C_6",1,"15C","High",3
"C38H40O17","15C_7",1,"15C","High",3
"C38H40O17","15C_8",1,"15C","Low",4
"C38H40O17","25C_1",1,"25C","High",4
"C38H40O17","25C_2",1,"25C","Low",4
"C38H40O17","25C_3",1,"25C","Low",4
"C38H40O17","25C_4",1,"25C","High",4
"C38H40O17","25C_5",1,"25C","Low",4
"C38H40O17","25C_6",1,"25C","High",4
"C38H40O17","25C_7",1,"25C","High",4
"C38H40O17","25C_8",1,"25C","Low",4
"C38H40O17","45C_1",1,"45C","High",4
"C38H40O17","45C_2",1,"45C","Low",4
"C38H40O17","45C_3",1,"45C","Low",4
"C38H40O17","45C_4",1,"45C","High",4
"C38H40O17","45C_5",1,"45C","Low",4
"C38H40O17","45C_6",1,"45C","High",4
"C38H40O17","45C_7",1,"45C","High",4
"C38H40O17","45C_8",1,"45C","Low",4
"C36H44O16","15C_3",1,"15C","Low",5
"C39H44O16","15C_1",1,"15C","High",4
"C39H44O16","15C_2",1,"15C","Low",4
"C39H44O16","15C_3",1,"15C","Low",4
"C39H44O16","15C_4",1,"15C","High",4
"C39H44O16","15C_5",1,"15C","Low",4
"C39H44O16","15C_6",1,"15C","High",4
"C39H44O16","15C_7",1,"15C","High",4
"C39H44O16","15C_8",1,"15C","Low",4
"C39H44O16","25C_1",1,"25C","High",4
"C39H44O16","25C_2",1,"25C","Low",3
"C39H44O16","25C_4",1,"25C","High",4
"C39H44O16","25C_5",1,"25C","Low",3
"C39H44O16","25C_6",1,"25C","High",4
"C39H44O16","25C_7",1,"25C","High",4
"C39H44O16","25C_8",1,"25C","Low",3
"C39H44O16","45C_1",1,"45C","High",3
"C39H44O16","45C_2",1,"45C","Low",4
"C39H44O16","45C_3",1,"45C","Low",4
"C39H44O16","45C_4",1,"45C","High",3
"C39H44O16","45C_5",1,"45C","Low",4
"C39H44O16","45C_7",1,"45C","High",3
"C39H44O16","45C_8",1,"45C","Low",4
"C40H48O15","15C_2",1,"15C","Low",5
"C40H48O15","15C_3",1,"15C","Low",5
"C40H48O15","25C_6",1,"25C","High",3
"C40H48O15","45C_2",1,"45C","Low",7
"C40H48O15","45C_3",1,"45C","Low",7
"C40H48O15","45C_4",1,"45C","High",4
"C40H48O15","45C_5",1,"45C","Low",7
"C38H56O16","15C_1",1,"15C","High",4
"C38H56O16","15C_2",1,"15C","Low",4
"C38H56O16","15C_3",1,"15C","Low",4
"C38H56O16","15C_4",1,"15C","High",4
"C38H56O16","15C_5",1,"15C","Low",4
"C38H56O16","15C_6",1,"15C","High",4
"C38H56O16","15C_7",1,"15C","High",4
"C38H56O16","15C_8",1,"15C","Low",4
"C38H56O16","25C_1",1,"25C","High",4
"C38H56O16","25C_2",1,"25C","Low",4
"C38H56O16","25C_3",1,"25C","Low",4
"C38H56O16","25C_4",1,"25C","High",4
"C38H56O16","25C_5",1,"25C","Low",4
"C38H56O16","25C_6",1,"25C","High",4
"C38H56O16","25C_7",1,"25C","High",4
"C38H56O16","25C_8",1,"25C","Low",4
"C38H56O16","45C_1",1,"45C","High",4
"C38H56O16","45C_2",1,"45C","Low",4
"C38H56O16","45C_3",1,"45C","Low",4
"C38H56O16","45C_4",1,"45C","High",4
"C38H56O16","45C_5",1,"45C","Low",4
"C38H56O16","45C_6",1,"45C","High",4
"C38H56O16","45C_7",1,"45C","High",4
"C38H56O16","45C_8",1,"45C","Low",4
"C39H60O15","15C_1",1,"15C","High",4
