"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C31H56O10","aliphatic","aliphatic",-0.0385,-1.1613,1.81,0.32,-6,4,-0.1935
"C27H27O14N1","unsaturated/lignin","unsaturated/lignin",0.3684,0.1481,1,0.52,0,15,0
"C28H31O13N1","unsaturated/lignin","unsaturated/lignin",0.3171,-0.0714,1.11,0.46,0,14,0
"C29H35O12N1","unsaturated/lignin","unsaturated/lignin",0.2727,-0.2759,1.21,0.41,0,13,0
"C30H39O11N1","unsaturated/lignin","unsaturated/lignin",0.234,-0.4667,1.3,0.37,0,12,0
"C26H22O16","unsaturated/lignin","unsaturated/lignin",0.4444,0.3846,0.85,0.62,0,16,0
"C21H30O17","unsaturated/lignin","unsaturated/lignin",-0.12,0.1905,1.43,0.81,-10,7,-0.4762
"C27H26O15","unsaturated/lignin","unsaturated/lignin",0.3846,0.1481,0.96,0.56,0,15,0
"C22H34O16","aliphatic","aliphatic",-0.1429,-0.0909,1.55,0.73,-10,6,-0.4545
"C28H30O14","unsaturated/lignin","unsaturated/lignin",0.3333,-0.0714,1.07,0.5,0,14,0
"C25H34O14S1","unsaturated/lignin","unsaturated/lignin",0.0588,-0.16,1.36,0.56,-6,9,-0.24
"C25H34O16","unsaturated/lignin","unsaturated/lignin",0.0588,-0.08,1.36,0.64,-7,9,-0.28
"C22H38O16S1","aliphatic","aliphatic",-0.3846,-0.1818,1.73,0.73,-13,4,-0.5909
"C29H34O13","unsaturated/lignin","unsaturated/lignin",0.2889,-0.2759,1.17,0.45,0,13,0
"C26H38O13S1","unsaturated/lignin","unsaturated/lignin",0.027,-0.3846,1.46,0.5,-6,8,-0.2308
"C26H38O15","unsaturated/lignin","unsaturated/lignin",0.027,-0.3077,1.46,0.58,-7,8,-0.2692
"C30H38O12","unsaturated/lignin","unsaturated/lignin",0.25,-0.4667,1.27,0.4,0,12,0
"C27H42O12S1","aliphatic","aliphatic",0,-0.5926,1.56,0.44,-6,7,-0.2222
"C27H42O14","aliphatic","aliphatic",0,-0.5185,1.56,0.52,-7,7,-0.2593
"C31H42O11","unsaturated/lignin","unsaturated/lignin",0.2157,-0.6452,1.35,0.35,0,11,0
"C28H46O11S1","aliphatic","aliphatic",-0.0233,-0.7857,1.64,0.39,-6,6,-0.2143
"C28H46O13","aliphatic","aliphatic",-0.0233,-0.7143,1.64,0.46,-7,6,-0.25
"C32H46O10","unsaturated/lignin","unsaturated/lignin",0.1852,-0.8125,1.44,0.31,0,10,0
"C29H50O12","aliphatic","aliphatic",-0.0435,-0.8966,1.72,0.41,-7,5,-0.2414
"C33H50O9","aliphatic","aliphatic",0.1579,-0.9697,1.52,0.27,0,9,0
"C30H54O11","aliphatic","aliphatic",-0.0612,-1.0667,1.8,0.37,-7,4,-0.2333
"C29H37O12N1","unsaturated/lignin","unsaturated/lignin",0.2273,-0.3448,1.28,0.41,-1,12,-0.0345
"C30H41O11N1","unsaturated/lignin","unsaturated/lignin",0.1915,-0.5333,1.37,0.37,-1,11,-0.0333
"C26H24O16","unsaturated/lignin","unsaturated/lignin",0.3889,0.3077,0.92,0.62,-1,15,-0.0385
"C27H28O13S1","unsaturated/lignin","unsaturated/lignin",0.3333,0,1.04,0.48,0,14,0
"C27H28O15","unsaturated/lignin","unsaturated/lignin",0.3333,0.0741,1.04,0.56,-1,14,-0.037
"C31H28O12","unsaturated/lignin","unsaturated/lignin",0.48,-0.129,0.9,0.39,6,18,0.1935
"C17H37O20P1","aliphatic","carbohydrate",-1.8333,0.1765,2.18,1.18,-21,0,-1.2353
"C28H32O14","unsaturated/lignin","unsaturated/lignin",0.2857,-0.1429,1.14,0.5,-1,13,-0.0357
"C25H36O16","unsaturated/lignin","unsaturated/lignin",0,-0.16,1.44,0.64,-8,8,-0.32
"C29H36O13","unsaturated/lignin","unsaturated/lignin",0.2444,-0.3448,1.24,0.45,-1,12,-0.0345
"C26H40O13S1","aliphatic","aliphatic",-0.027,-0.4615,1.54,0.5,-7,7,-0.2692
"C26H40O15","aliphatic","aliphatic",-0.027,-0.3846,1.54,0.58,-8,7,-0.3077
"C24H44O14","aliphatic","aliphatic",-0.2353,-0.6667,1.83,0.58,-11,3,-0.4583
"C30H40O12","unsaturated/lignin","unsaturated/lignin",0.2083,-0.5333,1.33,0.4,-1,11,-0.0333
"C27H44O12S1","aliphatic","aliphatic",-0.05,-0.6667,1.63,0.44,-7,6,-0.2593
"C31H44O9S1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.7742,1.42,0.29,0,10,0
"C27H44O14","aliphatic","aliphatic",-0.05,-0.5926,1.63,0.52,-8,6,-0.2963
"C31H44O11","unsaturated/lignin","unsaturated/lignin",0.1765,-0.7097,1.42,0.35,-1,10,-0.0323
"C28H48O11S1","aliphatic","aliphatic",-0.0698,-0.8571,1.71,0.39,-7,5,-0.25
"C28H48O13","aliphatic","aliphatic",-0.0698,-0.7857,1.71,0.46,-8,5,-0.2857
"C32H48O10","aliphatic","aliphatic",0.1481,-0.875,1.5,0.31,-1,9,-0.0312
"C29H52O12","aliphatic","aliphatic",-0.087,-0.9655,1.79,0.41,-8,4,-0.2759
"C33H52O9","aliphatic","aliphatic",0.1228,-1.0303,1.58,0.27,-1,8,-0.0303
"C30H56O11","aliphatic","aliphatic",-0.102,-1.1333,1.87,0.37,-8,3,-0.2667
"C29H39O10N1S1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.4828,1.34,0.34,-1,11,-0.0345
"C29H39O12N1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.4138,1.34,0.41,-2,11,-0.069
"C30H43O11N1","unsaturated/lignin","unsaturated/lignin",0.1489,-0.6,1.43,0.37,-2,10,-0.0667
"C26H22O12S1","unsaturated/lignin","unsaturated/lignin",0.4737,0.1538,0.85,0.46,3,16,0.1154
"C25H22O17","unsaturated/lignin","unsaturated/lignin",0.3939,0.48,0.88,0.68,-2,15,-0.08
"C26H26O16","unsaturated/lignin","unsaturated/lignin",0.3333,0.2308,1,0.62,-2,14,-0.0769
"C30H26O13","unsaturated/lignin","unsaturated/lignin",0.4894,0,0.87,0.43,5,18,0.1667
"C27H30O15","unsaturated/lignin","unsaturated/lignin",0.2821,0,1.11,0.56,-2,13,-0.0741
"C31H30O12","unsaturated/lignin","unsaturated/lignin",0.44,-0.1935,0.97,0.39,5,17,0.1613
"C28H34O12S1","unsaturated/lignin","unsaturated/lignin",0.2381,-0.2857,1.21,0.43,-1,12,-0.0357
"C28H34O14","unsaturated/lignin","unsaturated/lignin",0.2381,-0.2143,1.21,0.5,-2,12,-0.0714
"C25H38O14S1","aliphatic","aliphatic",-0.0588,-0.32,1.52,0.56,-8,7,-0.32
"C25H38O16","aliphatic","aliphatic",-0.0588,-0.24,1.52,0.64,-9,7,-0.36
"C23H42O15","aliphatic","aliphatic",-0.2903,-0.5217,1.83,0.65,-12,3,-0.5217
"C29H38O13","unsaturated/lignin","unsaturated/lignin",0.2,-0.4138,1.31,0.45,-2,11,-0.069
"C26H42O13S1","aliphatic","aliphatic",-0.0811,-0.5385,1.62,0.5,-8,6,-0.3077
"C26H42O15","aliphatic","aliphatic",-0.0811,-0.4615,1.62,0.58,-9,6,-0.3462
"C30H42O12","unsaturated/lignin","unsaturated/lignin",0.1667,-0.6,1.4,0.4,-2,10,-0.0667
"C27H46O12S1","aliphatic","aliphatic",-0.1,-0.7407,1.7,0.44,-8,5,-0.2963
"C27H46O14","aliphatic","aliphatic",-0.1,-0.6667,1.7,0.52,-9,5,-0.3333
"C38H42O6","unsaturated/lignin","unsaturated/lignin",0.4286,-0.7895,1.11,0.16,12,18,0.3158
"C31H46O11","unsaturated/lignin","unsaturated/lignin",0.1373,-0.7742,1.48,0.35,-2,9,-0.0645
"C28H50O11S1","aliphatic","aliphatic",-0.1163,-0.9286,1.79,0.39,-8,4,-0.2857
"C32H50O8S1","aliphatic","aliphatic",0.1111,-1,1.56,0.25,-1,8,-0.0312
"C28H50O13","aliphatic","aliphatic",-0.1163,-0.8571,1.79,0.46,-9,4,-0.3214
"C32H50O10","aliphatic","aliphatic",0.1111,-0.9375,1.56,0.31,-2,8,-0.0625
"C33H54O9","aliphatic","aliphatic",0.0877,-1.0909,1.64,0.27,-2,7,-0.0606
"C24H33O14N1","unsaturated/lignin","unsaturated/lignin",0.0625,-0.0833,1.38,0.58,-6,9,-0.25
"C28H37O11N1S1","unsaturated/lignin","unsaturated/lignin",0.1707,-0.3571,1.32,0.39,-2,11,-0.0714
"C29H41O10N1S1","unsaturated/lignin","unsaturated/lignin",0.1364,-0.5517,1.41,0.34,-2,10,-0.069
"C29H41O12N1","unsaturated/lignin","unsaturated/lignin",0.1364,-0.4828,1.41,0.41,-3,10,-0.1034
"C26H45O14N1","aliphatic","aliphatic+N",-0.1667,-0.5385,1.73,0.54,-10,5,-0.3846
"C30H45O11N1","aliphatic","aliphatic+N",0.1064,-0.6667,1.5,0.37,-3,9,-0.1
"C26H24O12S1","unsaturated/lignin","unsaturated/lignin",0.4211,0.0769,0.92,0.46,2,15,0.0769
"C25H24O17","unsaturated/lignin","unsaturated/lignin",0.3333,0.4,0.96,0.68,-3,14,-0.12
"C29H24O14","unsaturated/lignin","unsaturated/lignin",0.5,0.1379,0.83,0.48,4,18,0.1379
"C26H28O14S1","unsaturated/lignin","unsaturated/lignin",0.2778,0.0769,1.08,0.54,-2,13,-0.0769
"C22H28O19","unsaturated/lignin","unsaturated/lignin",-0.04,0.4545,1.27,0.86,-10,9,-0.4545
"C26H28O16","unsaturated/lignin","unsaturated/lignin",0.2778,0.1538,1.08,0.62,-3,13,-0.1154
"C30H28O13","unsaturated/lignin","unsaturated/lignin",0.4468,-0.0667,0.93,0.43,4,17,0.1333
"C27H32O13S1","unsaturated/lignin","unsaturated/lignin",0.2308,-0.1481,1.19,0.48,-2,12,-0.0741
"C23H32O18","unsaturated/lignin","unsaturated/lignin",-0.0714,0.1739,1.39,0.78,-10,8,-0.4348
"C27H32O15","unsaturated/lignin","unsaturated/lignin",0.2308,-0.0741,1.19,0.56,-3,12,-0.1111
"C24H36O15S1","aliphatic","aliphatic",-0.0968,-0.1667,1.5,0.62,-9,7,-0.375
"C31H32O12","unsaturated/lignin","unsaturated/lignin",0.4,-0.2581,1.03,0.39,4,16,0.129
"C28H36O14","unsaturated/lignin","unsaturated/lignin",0.1905,-0.2857,1.29,0.5,-3,11,-0.1071
"C25H40O14S1","aliphatic","aliphatic",-0.1176,-0.4,1.6,0.56,-9,6,-0.36
"C32H36O11","unsaturated/lignin","unsaturated/lignin",0.3585,-0.4375,1.12,0.34,4,15,0.125
"C25H40O16","aliphatic","aliphatic",-0.1176,-0.32,1.6,0.64,-10,6,-0.4
"C29H40O13","unsaturated/lignin","unsaturated/lignin",0.1556,-0.4828,1.38,0.45,-3,10,-0.1034
"C26H44O13S1","aliphatic","aliphatic",-0.1351,-0.6154,1.69,0.5,-9,5,-0.3462
"C30H44O10S1","unsaturated/lignin","unsaturated/lignin",0.125,-0.7333,1.47,0.33,-2,9,-0.0667
"C26H44O15","aliphatic","aliphatic",-0.1351,-0.5385,1.69,0.58,-10,5,-0.3846
"C30H44O12","unsaturated/lignin","unsaturated/lignin",0.125,-0.6667,1.47,0.4,-3,9,-0.1
"C27H48O12S1","aliphatic","aliphatic",-0.15,-0.8148,1.78,0.44,-9,4,-0.3333
"C27H48O14","aliphatic","aliphatic",-0.15,-0.7407,1.78,0.52,-10,4,-0.3704
"C31H48O11","aliphatic","aliphatic",0.098,-0.8387,1.55,0.35,-3,8,-0.0968
"C32H52O10","aliphatic","aliphatic",0.0741,-1,1.62,0.31,-3,7,-0.0938
"C33H56O9","aliphatic","aliphatic",0.0526,-1.1515,1.7,0.27,-3,6,-0.0909
"C28H39O11N1S1","unsaturated/lignin","unsaturated/lignin",0.122,-0.4286,1.39,0.39,-3,10,-0.1071
"C28H39O13N1","unsaturated/lignin","unsaturated/lignin",0.122,-0.3571,1.39,0.46,-4,10,-0.1429
"C29H43O10N1S1","unsaturated/lignin","unsaturated/lignin",0.0909,-0.6207,1.48,0.34,-3,9,-0.1034
"C29H43O12N1","unsaturated/lignin","unsaturated/lignin",0.0909,-0.5517,1.48,0.41,-4,9,-0.1379
"C30H47O11N1","aliphatic","aliphatic+N",0.0638,-0.7333,1.57,0.37,-4,8,-0.1333
"C28H22O15","aromatic","aromatic",0.5122,0.2857,0.79,0.54,3,18,0.1071
"C25H26O17","unsaturated/lignin","unsaturated/lignin",0.2727,0.32,1.04,0.68,-4,13,-0.16
"C29H26O14","unsaturated/lignin","unsaturated/lignin",0.4545,0.069,0.9,0.48,3,17,0.1034
"C26H30O14S1","unsaturated/lignin","unsaturated/lignin",0.2222,0,1.15,0.54,-3,12,-0.1154
"C22H30O19","unsaturated/lignin","unsaturated/lignin",-0.12,0.3636,1.36,0.86,-11,8,-0.5
"C26H30O16","unsaturated/lignin","unsaturated/lignin",0.2222,0.0769,1.15,0.62,-4,12,-0.1538
"C30H30O13","unsaturated/lignin","unsaturated/lignin",0.4043,-0.1333,1,0.43,3,16,0.1
"C27H34O13S1","unsaturated/lignin","unsaturated/lignin",0.1795,-0.2222,1.26,0.48,-3,11,-0.1111
"C27H34O15","unsaturated/lignin","unsaturated/lignin",0.1795,-0.1481,1.26,0.56,-4,11,-0.1481
"C24H38O15S1","aliphatic","aliphatic",-0.1613,-0.25,1.58,0.62,-10,6,-0.4167
"C31H34O12","unsaturated/lignin","unsaturated/lignin",0.36,-0.3226,1.1,0.39,3,15,0.0968
"C28H38O12S1","unsaturated/lignin","unsaturated/lignin",0.1429,-0.4286,1.36,0.43,-3,10,-0.1071
"C24H38O17","aliphatic","aliphatic",-0.1613,-0.1667,1.58,0.71,-11,6,-0.4583
"C28H38O14","unsaturated/lignin","unsaturated/lignin",0.1429,-0.3571,1.36,0.5,-4,10,-0.1429
"C25H42O14S1","aliphatic","aliphatic",-0.1765,-0.48,1.68,0.56,-10,5,-0.4
"C32H38O11","unsaturated/lignin","unsaturated/lignin",0.3208,-0.5,1.19,0.34,3,14,0.0938
"C25H42O16","aliphatic","aliphatic",-0.1765,-0.4,1.68,0.64,-11,5,-0.44
"C29H42O13","unsaturated/lignin","unsaturated/lignin",0.1111,-0.5517,1.45,0.45,-4,9,-0.1379
"C26H46O13S1","aliphatic","aliphatic",-0.1892,-0.6923,1.77,0.5,-10,4,-0.3846
"C26H46O15","aliphatic","aliphatic",-0.1892,-0.6154,1.77,0.58,-11,4,-0.4231
"C30H46O12","aliphatic","aliphatic",0.0833,-0.7333,1.53,0.4,-4,8,-0.1333
"C31H50O9S1","aliphatic","aliphatic",0.0588,-0.9677,1.61,0.29,-3,7,-0.0968
"C27H50O14","aliphatic","aliphatic",-0.2,-0.8148,1.85,0.52,-11,3,-0.4074
"C31H50O11","aliphatic","aliphatic",0.0588,-0.9032,1.61,0.35,-4,7,-0.129
"C32H54O10","aliphatic","aliphatic",0.037,-1.0625,1.69,0.31,-4,6,-0.125
"C29H29O13N1","unsaturated/lignin","unsaturated/lignin",0.3953,0,1,0.45,2,16,0.069
"C30H33O12N1","unsaturated/lignin","unsaturated/lignin",0.3478,-0.2,1.1,0.4,2,15,0.0667
"C27H37O12N1S1","unsaturated/lignin","unsaturated/lignin",0.1053,-0.2963,1.37,0.44,-4,10,-0.1481
"C28H41O11N1S1","unsaturated/lignin","unsaturated/lignin",0.0732,-0.5,1.46,0.39,-4,9,-0.1429
"C28H41O13N1","unsaturated/lignin","unsaturated/lignin",0.0732,-0.4286,1.46,0.46,-5,9,-0.1786
"C27H20O16","aromatic","aromatic",0.5263,0.4444,0.74,0.59,2,18,0.0741
"C28H24O15","unsaturated/lignin","unsaturated/lignin",0.4634,0.2143,0.86,0.54,2,17,0.0714
"C25H28O17","unsaturated/lignin","unsaturated/lignin",0.2121,0.24,1.12,0.68,-5,12,-0.2
"C29H28O14","unsaturated/lignin","unsaturated/lignin",0.4091,0,0.97,0.48,2,16,0.069
"C26H32O14S1","unsaturated/lignin","unsaturated/lignin",0.1667,-0.0769,1.23,0.54,-4,11,-0.1538
"C26H32O16","unsaturated/lignin","unsaturated/lignin",0.1667,0,1.23,0.62,-5,11,-0.1923
"C30H32O13","unsaturated/lignin","unsaturated/lignin",0.3617,-0.2,1.07,0.43,2,15,0.0667
"C27H36O13S1","unsaturated/lignin","unsaturated/lignin",0.1282,-0.2963,1.33,0.48,-4,10,-0.1481
"C23H36O18","aliphatic","aliphatic",-0.2143,0,1.57,0.78,-12,6,-0.5217
"C27H36O15","unsaturated/lignin","unsaturated/lignin",0.1282,-0.2222,1.33,0.56,-5,10,-0.1852
"C24H40O15S1","aliphatic","aliphatic",-0.2258,-0.3333,1.67,0.62,-11,5,-0.4583
"C31H36O12","unsaturated/lignin","unsaturated/lignin",0.32,-0.3871,1.16,0.39,2,14,0.0645
"C28H40O12S1","unsaturated/lignin","unsaturated/lignin",0.0952,-0.5,1.43,0.43,-4,9,-0.1429
"C28H40O14","unsaturated/lignin","unsaturated/lignin",0.0952,-0.4286,1.43,0.5,-5,9,-0.1786
"C25H44O14S1","aliphatic","aliphatic",-0.2353,-0.56,1.76,0.56,-11,4,-0.44
"C32H40O11","unsaturated/lignin","unsaturated/lignin",0.283,-0.5625,1.25,0.34,2,13,0.0625
"C29H44O11S1","aliphatic","aliphatic",0.0667,-0.6897,1.52,0.38,-4,8,-0.1379
"C29H44O13","aliphatic","aliphatic",0.0667,-0.6207,1.52,0.45,-5,8,-0.1724
"C33H44O10","unsaturated/lignin","unsaturated/lignin",0.25,-0.7273,1.33,0.3,2,12,0.0606
"C30H48O12","aliphatic","aliphatic",0.0417,-0.8,1.6,0.4,-5,7,-0.1667
"C31H52O9S1","aliphatic","aliphatic",0.0196,-1.0323,1.68,0.29,-4,6,-0.129
"C31H52O11","aliphatic","aliphatic",0.0196,-0.9677,1.68,0.35,-5,6,-0.1613
"C32H56O10","aliphatic","aliphatic",0,-1.125,1.75,0.31,-5,5,-0.1562
"C29H31O13N1","unsaturated/lignin","unsaturated/lignin",0.3488,-0.069,1.07,0.45,1,15,0.0345
"C30H35O12N1","unsaturated/lignin","unsaturated/lignin",0.3043,-0.2667,1.17,0.4,1,14,0.0333
"C31H39O11N1","unsaturated/lignin","unsaturated/lignin",0.2653,-0.4516,1.26,0.35,1,13,0.0323
"C27H22O16","unsaturated/lignin","unsaturated/lignin",0.4737,0.3704,0.81,0.59,1,17,0.037
"C28H26O15","unsaturated/lignin","unsaturated/lignin",0.4146,0.1429,0.93,0.54,1,16,0.0357
"C29H30O14","unsaturated/lignin","unsaturated/lignin",0.3636,-0.069,1.03,0.48,1,15,0.0345
"C26H34O14S1","unsaturated/lignin","unsaturated/lignin",0.1111,-0.1538,1.31,0.54,-5,10,-0.1923
"C26H34O16","unsaturated/lignin","unsaturated/lignin",0.1111,-0.0769,1.31,0.62,-6,10,-0.2308
"C30H34O13","unsaturated/lignin","unsaturated/lignin",0.3191,-0.2667,1.13,0.43,1,14,0.0333
"C27H38O13S1","unsaturated/lignin","unsaturated/lignin",0.0769,-0.3704,1.41,0.48,-5,9,-0.1852
"C23H38O18","aliphatic","aliphatic",-0.2857,-0.087,1.65,0.78,-13,5,-0.5652
"C27H38O15","unsaturated/lignin","unsaturated/lignin",0.0769,-0.2963,1.41,0.56,-6,9,-0.2222
"C24H42O15S1","aliphatic","aliphatic",-0.2903,-0.4167,1.75,0.62,-12,4,-0.5
"C31H38O12","unsaturated/lignin","unsaturated/lignin",0.28,-0.4516,1.23,0.39,1,13,0.0323
"C28H42O12S1","aliphatic","aliphatic",0.0476,-0.5714,1.5,0.43,-5,8,-0.1786
"C28H42O14","aliphatic","aliphatic",0.0476,-0.5,1.5,0.5,-6,8,-0.2143
"C32H42O11","unsaturated/lignin","unsaturated/lignin",0.2453,-0.625,1.31,0.34,1,12,0.0312
"C29H46O11S1","aliphatic","aliphatic",0.0222,-0.7586,1.59,0.38,-5,7,-0.1724
"C29H46O13","aliphatic","aliphatic",0.0222,-0.6897,1.59,0.45,-6,7,-0.2069
"C33H46O10","unsaturated/lignin","unsaturated/lignin",0.2143,-0.7879,1.39,0.3,1,11,0.0303
"C30H50O12","aliphatic","aliphatic",0,-0.8667,1.67,0.4,-6,6,-0.2
"C31H54O11","aliphatic","aliphatic",-0.0196,-1.0323,1.74,0.35,-6,5,-0.1935
"C28H29O14N1","unsaturated/lignin","unsaturated/lignin",0.35,0.0714,1.04,0.5,0,15,0
"C29H33O13N1","unsaturated/lignin","unsaturated/lignin",0.3023,-0.1379,1.14,0.45,0,14,0
"C30H37O12N1","unsaturated/lignin","unsaturated/lignin",0.2609,-0.3333,1.23,0.4,0,13,0
"C27H24O16","unsaturated/lignin","unsaturated/lignin",0.4211,0.2963,0.89,0.59,0,16,0
"C28H28O15","unsaturated/lignin","unsaturated/lignin",0.3659,0.0714,1,0.54,0,15,0
"C29H32O14","unsaturated/lignin","unsaturated/lignin",0.3182,-0.1379,1.1,0.48,0,14,0
"C26H36O14S1","unsaturated/lignin","unsaturated/lignin",0.0556,-0.2308,1.38,0.54,-6,9,-0.2308
"C26H36O16","unsaturated/lignin","unsaturated/lignin",0.0556,-0.1538,1.38,0.62,-7,9,-0.2692
"C31H36O10","unsaturated/lignin","unsaturated/lignin",0.3462,-0.5161,1.16,0.32,4,14,0.129
"C30H36O13","unsaturated/lignin","unsaturated/lignin",0.2766,-0.3333,1.2,0.43,0,13,0
"C27H40O13S1","unsaturated/lignin","unsaturated/lignin",0.0256,-0.4444,1.48,0.48,-6,8,-0.2222
"C27H40O15","unsaturated/lignin","unsaturated/lignin",0.0256,-0.3704,1.48,0.56,-7,8,-0.2593
"C31H40O12","unsaturated/lignin","unsaturated/lignin",0.24,-0.5161,1.29,0.39,0,12,0
"C28H44O12S1","aliphatic","aliphatic",0,-0.6429,1.57,0.43,-6,7,-0.2143
"C28H44O14","aliphatic","aliphatic",0,-0.5714,1.57,0.5,-7,7,-0.25
"C32H44O11","unsaturated/lignin","unsaturated/lignin",0.2075,-0.6875,1.38,0.34,0,11,0
"C29H48O11S1","aliphatic","aliphatic",-0.0222,-0.8276,1.66,0.38,-6,6,-0.2069
"C29H48O13","aliphatic","aliphatic",-0.0222,-0.7586,1.66,0.45,-7,6,-0.2414
"C33H48O10","unsaturated/lignin","unsaturated/lignin",0.1786,-0.8485,1.45,0.3,0,10,0
"C30H52O12","aliphatic","aliphatic",-0.0417,-0.9333,1.73,0.4,-7,5,-0.2333
"C31H56O11","aliphatic","aliphatic",-0.0588,-1.0968,1.81,0.35,-7,4,-0.2258
"C30H39O12N1","unsaturated/lignin","unsaturated/lignin",0.2174,-0.4,1.3,0.4,-1,12,-0.0333
"C27H26O16","unsaturated/lignin","unsaturated/lignin",0.3684,0.2222,0.96,0.59,-1,15,-0.037
"C20H30O21","aliphatic","aliphatic",-0.4737,0.6,1.5,1.05,-15,6,-0.75
"C28H30O15","unsaturated/lignin","unsaturated/lignin",0.3171,0,1.07,0.54,-1,14,-0.0357
"C25H34O15S1","unsaturated/lignin","unsaturated/lignin",0.0303,-0.08,1.36,0.6,-7,9,-0.28
"C32H30O12","unsaturated/lignin","unsaturated/lignin",0.4615,-0.1875,0.94,0.38,6,18,0.1875
"C18H39O20P1","aliphatic","carbohydrate",-1.5714,0.0556,2.17,1.11,-21,0,-1.1667
"C25H34O17","unsaturated/lignin","unsaturated/lignin",0.0303,0,1.36,0.68,-8,9,-0.32
"C29H34O14","unsaturated/lignin","unsaturated/lignin",0.2727,-0.2069,1.17,0.48,-1,13,-0.0345
"C26H38O16","unsaturated/lignin","unsaturated/lignin",0,-0.2308,1.46,0.62,-8,8,-0.3077
"C30H38O13","unsaturated/lignin","unsaturated/lignin",0.234,-0.4,1.27,0.43,-1,12,-0.0333
"C27H42O13S1","aliphatic","aliphatic",-0.0256,-0.5185,1.56,0.48,-7,7,-0.2593
"C27H42O15","aliphatic","aliphatic",-0.0256,-0.4444,1.56,0.56,-8,7,-0.2963
"C31H42O12","unsaturated/lignin","unsaturated/lignin",0.2,-0.5806,1.35,0.39,-1,11,-0.0323
"C28H46O12S1","aliphatic","aliphatic",-0.0476,-0.7143,1.64,0.43,-7,6,-0.25
"C28H46O14","aliphatic","aliphatic",-0.0476,-0.6429,1.64,0.5,-8,6,-0.2857
"C32H46O11","unsaturated/lignin","unsaturated/lignin",0.1698,-0.75,1.44,0.34,-1,10,-0.0312
"C29H50O13","aliphatic","aliphatic",-0.0667,-0.8276,1.72,0.45,-8,5,-0.2759
"C33H50O10","aliphatic","aliphatic",0.1429,-0.9091,1.52,0.3,-1,9,-0.0303
"C30H54O12","aliphatic","aliphatic",-0.0833,-1,1.8,0.4,-8,4,-0.2667
"C34H54O9","aliphatic","aliphatic",0.1186,-1.0588,1.59,0.26,-1,8,-0.0294
"C29H37O13N1","unsaturated/lignin","unsaturated/lignin",0.2093,-0.2759,1.28,0.45,-2,12,-0.069
"C30H41O10N1S1","unsaturated/lignin","unsaturated/lignin",0.1739,-0.5333,1.37,0.33,-1,11,-0.0333
"C30H41O12N1","unsaturated/lignin","unsaturated/lignin",0.1739,-0.4667,1.37,0.4,-2,11,-0.0667
"C26H24O17","unsaturated/lignin","unsaturated/lignin",0.3714,0.3846,0.92,0.65,-2,15,-0.0769
"C27H28O14S1","unsaturated/lignin","unsaturated/lignin",0.3158,0.0741,1.04,0.52,-1,14,-0.037
"C27H28O16","unsaturated/lignin","unsaturated/lignin",0.3158,0.1481,1.04,0.59,-2,14,-0.0741
"C31H28O13","unsaturated/lignin","unsaturated/lignin",0.4694,-0.0645,0.9,0.42,5,18,0.1613
"C28H32O15","unsaturated/lignin","unsaturated/lignin",0.2683,-0.0714,1.14,0.54,-2,13,-0.0714
"C32H32O12","unsaturated/lignin","unsaturated/lignin",0.4231,-0.25,1,0.38,5,17,0.1562
"C29H36O12S1","unsaturated/lignin","unsaturated/lignin",0.2273,-0.3448,1.24,0.41,-1,12,-0.0345
"C25H36O17","unsaturated/lignin","unsaturated/lignin",-0.0303,-0.08,1.44,0.68,-9,8,-0.36
"C29H36O14","unsaturated/lignin","unsaturated/lignin",0.2273,-0.2759,1.24,0.48,-2,12,-0.069
"C26H40O14S1","aliphatic","aliphatic",-0.0556,-0.3846,1.54,0.54,-8,7,-0.3077
"C26H40O16","aliphatic","aliphatic",-0.0556,-0.3077,1.54,0.62,-9,7,-0.3462
"C24H44O15","aliphatic","aliphatic",-0.2727,-0.5833,1.83,0.62,-12,3,-0.5
"C30H40O13","unsaturated/lignin","unsaturated/lignin",0.1915,-0.4667,1.33,0.43,-2,11,-0.0667
"C27H44O13S1","aliphatic","aliphatic",-0.0769,-0.5926,1.63,0.48,-8,6,-0.2963
"C27H44O15","aliphatic","aliphatic",-0.0769,-0.5185,1.63,0.56,-9,6,-0.3333
"C31H44O12","unsaturated/lignin","unsaturated/lignin",0.16,-0.6452,1.42,0.39,-2,10,-0.0645
"C28H48O12S1","aliphatic","aliphatic",-0.0952,-0.7857,1.71,0.43,-8,5,-0.2857
"C28H48O14","aliphatic","aliphatic",-0.0952,-0.7143,1.71,0.5,-9,5,-0.3214
"C32H48O11","aliphatic","aliphatic",0.1321,-0.8125,1.5,0.34,-2,9,-0.0625
"C29H52O13","aliphatic","aliphatic",-0.1111,-0.8966,1.79,0.45,-9,4,-0.3103
"C33H52O10","aliphatic","aliphatic",0.1071,-0.9697,1.58,0.3,-2,8,-0.0606
"C29H39O11N1S1","unsaturated/lignin","unsaturated/lignin",0.1628,-0.4138,1.34,0.38,-2,11,-0.069
"C29H39O13N1","unsaturated/lignin","unsaturated/lignin",0.1628,-0.3448,1.34,0.45,-3,11,-0.1034
