"formula","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C50H54O1S1","unsaturated/lignin","unsaturated/lignin",0.4639,-1,1.08,0.02,22,24,0.44
"C39H58O11","unsaturated/lignin","unsaturated/lignin",0.1642,-0.9231,1.49,0.28,0,11,0
"C40H63O8P1","aliphatic","aliphatic",0.1429,-1.175,1.57,0.2,1,10,0.025
"C40H62O10","aliphatic","aliphatic",0.1429,-1.05,1.55,0.25,0,10,0
"C37H53O12N1","unsaturated/lignin","unsaturated/lignin",0.1667,-0.7027,1.43,0.32,-1,12,-0.027
"C40H65O9N1","aliphatic","aliphatic+N",0.1014,-1.1,1.62,0.22,-1,9,-0.025
"C38H74O8N1P1","aliphatic","aliphatic+N",-0.0938,-1.4474,1.95,0.21,-7,3,-0.1842
"C37H52O13","unsaturated/lignin","unsaturated/lignin",0.1803,-0.7027,1.41,0.35,-1,12,-0.027
"C49H52O2S1","unsaturated/lignin","unsaturated/lignin",0.4681,-0.9388,1.06,0.04,21,24,0.4286
"C38H56O12","unsaturated/lignin","unsaturated/lignin",0.1562,-0.8421,1.47,0.32,-1,11,-0.0263
"C39H60O11","aliphatic","aliphatic",0.1343,-0.9744,1.54,0.28,-1,10,-0.0256
"C41H64O7","aliphatic","aliphatic",0.1733,-1.2195,1.56,0.17,3,10,0.0732
"C40H64O10","aliphatic","aliphatic",0.1143,-1.1,1.6,0.25,-1,9,-0.025
"C38H75O10N1","aliphatic","aliphatic+N",-0.125,-1.3684,1.97,0.26,-9,2,-0.2368
"C36H50O14","unsaturated/lignin","unsaturated/lignin",0.1724,-0.6111,1.39,0.39,-2,12,-0.0556
"C37H54O13","unsaturated/lignin","unsaturated/lignin",0.1475,-0.7568,1.46,0.35,-2,11,-0.0541
"C42H54O7","unsaturated/lignin","unsaturated/lignin",0.3247,-0.9524,1.29,0.17,9,16,0.2143
"C39H58O9","unsaturated/lignin","unsaturated/lignin",0.1884,-1.0256,1.49,0.23,2,11,0.0513
"C38H58O12","aliphatic","aliphatic",0.125,-0.8947,1.53,0.32,-2,10,-0.0526
"C43H58O6","unsaturated/lignin","unsaturated/lignin",0.3,-1.0698,1.35,0.14,9,15,0.2093
"C39H62O11","aliphatic","aliphatic",0.1045,-1.0256,1.59,0.28,-2,9,-0.0513
"C35H48O15","unsaturated/lignin","unsaturated/lignin",0.1636,-0.5143,1.37,0.43,-3,12,-0.0857
"C36H52O14","unsaturated/lignin","unsaturated/lignin",0.1379,-0.6667,1.44,0.39,-3,11,-0.0833
"C41H52O8","unsaturated/lignin","unsaturated/lignin",0.3243,-0.878,1.27,0.2,8,16,0.1951
"C37H56O13","aliphatic","aliphatic",0.1148,-0.8108,1.51,0.35,-3,10,-0.0811
"C42H56O7","unsaturated/lignin","unsaturated/lignin",0.2987,-1,1.33,0.17,8,15,0.1905
"C38H60O12","aliphatic","aliphatic",0.0938,-0.9474,1.58,0.32,-3,9,-0.0789
"C43H60O6","unsaturated/lignin","unsaturated/lignin",0.275,-1.1163,1.4,0.14,8,14,0.186
"C43H65O6P1","aliphatic","aliphatic",0.2051,-1.2326,1.51,0.14,5,12,0.1163
"C44H68O5S1","aliphatic","aliphatic",0.1852,-1.2727,1.55,0.11,5,11,0.1136
"C37H73O10P1","aliphatic","aliphatic",-0.129,-1.4324,1.97,0.27,-9,2,-0.2432
"C42H76O8","aliphatic","aliphatic",0.0263,-1.4286,1.81,0.19,-3,5,-0.0714
"C44H84O6","aliphatic","aliphatic",0,-1.6364,1.91,0.14,-3,3,-0.0682
"C35H50O15","unsaturated/lignin","unsaturated/lignin",0.1273,-0.5714,1.43,0.43,-4,11,-0.1143
"C39H50O12","unsaturated/lignin","unsaturated/lignin",0.2727,-0.6667,1.28,0.31,3,15,0.0769
"C36H54O14","aliphatic","aliphatic",0.1034,-0.7222,1.5,0.39,-4,10,-0.1111
"C40H55O9P1","unsaturated/lignin","unsaturated/lignin",0.2464,-0.925,1.38,0.22,4,14,0.1
"C51H51O1P1","aromatic","aromatic",0.5152,-0.9608,1,0.02,25,27,0.4902
"C37H58O13","aliphatic","aliphatic",0.082,-0.8649,1.57,0.35,-4,9,-0.1081
"C41H59O8P1","unsaturated/lignin","unsaturated/lignin",0.2222,-1.0488,1.44,0.2,4,13,0.0976
"C38H62O12","aliphatic","aliphatic",0.0625,-1,1.63,0.32,-4,8,-0.1053
"C42H63O7P1","aliphatic","aliphatic",0.2,-1.1667,1.5,0.17,4,12,0.0952
"C41H70O7","aliphatic","aliphatic",0.0933,-1.3659,1.71,0.17,0,7,0
"C41H74O9","aliphatic","aliphatic",0.0137,-1.3659,1.8,0.22,-4,5,-0.0976
"C42H78O8","aliphatic","aliphatic",0,-1.4762,1.86,0.19,-4,4,-0.0952
"C44H86O6","aliphatic","aliphatic",-0.0244,-1.6818,1.95,0.14,-4,2,-0.0909
"C35H52O15","unsaturated/lignin","unsaturated/lignin",0.0909,-0.6286,1.49,0.43,-5,10,-0.1429
"C39H53O10P1","unsaturated/lignin","unsaturated/lignin",0.2424,-0.8462,1.36,0.26,3,14,0.0769
"C39H52O12","unsaturated/lignin","unsaturated/lignin",0.2424,-0.7179,1.33,0.31,2,14,0.0513
"C36H56O14","aliphatic","aliphatic",0.069,-0.7778,1.56,0.39,-5,9,-0.1389
"C40H57O9P1","unsaturated/lignin","unsaturated/lignin",0.2174,-0.975,1.43,0.22,3,13,0.075
"C41H61O8P1","unsaturated/lignin","unsaturated/lignin",0.1944,-1.0976,1.49,0.2,3,12,0.0732
"C45H60O7","unsaturated/lignin","unsaturated/lignin",0.3012,-1.0222,1.33,0.16,9,16,0.2
"C42H65O7P1","aliphatic","aliphatic",0.1733,-1.2143,1.55,0.17,3,11,0.0714
"C39H55O11N1","unsaturated/lignin","unsaturated/lignin",0.2,-0.7692,1.41,0.28,1,13,0.0256
"C41H63O9N1","aliphatic","aliphatic+N",0.1549,-1.0244,1.54,0.22,1,11,0.0244
"C38H50O13","unsaturated/lignin","unsaturated/lignin",0.2381,-0.6316,1.32,0.34,1,14,0.0263
"C35H54O15","aliphatic","aliphatic",0.0545,-0.6857,1.54,0.43,-6,9,-0.1714
"C39H55O10P1","unsaturated/lignin","unsaturated/lignin",0.2121,-0.8974,1.41,0.26,2,13,0.0513
"C39H54O12","unsaturated/lignin","unsaturated/lignin",0.2121,-0.7692,1.38,0.31,1,13,0.0256
"C40H59O9P1","unsaturated/lignin","unsaturated/lignin",0.1884,-1.025,1.48,0.22,2,12,0.05
"C41H62O8S1","aliphatic","aliphatic",0.1667,-1.0732,1.51,0.2,2,11,0.0488
"C41H63O8P1","aliphatic","aliphatic",0.1667,-1.1463,1.54,0.2,2,11,0.0488
"C42H67O7P1","aliphatic","aliphatic",0.1467,-1.2619,1.6,0.17,2,10,0.0476
"C42H66O9","aliphatic","aliphatic",0.1467,-1.1429,1.57,0.21,1,10,0.0238
"C46H66O6","unsaturated/lignin","unsaturated/lignin",0.2558,-1.1739,1.43,0.13,8,14,0.1739
"C43H71O6P1","aliphatic","aliphatic",0.1282,-1.3721,1.65,0.14,2,9,0.0465
"C38H53O12N1","unsaturated/lignin","unsaturated/lignin",0.1935,-0.6842,1.39,0.32,0,13,0
"C44H57O5N1","unsaturated/lignin","unsaturated/lignin",0.3333,-1,1.3,0.11,11,17,0.25
"C42H69O8N1","aliphatic","aliphatic+N",0.1081,-1.1905,1.64,0.19,0,9,0
"C40H73O7N1","aliphatic","aliphatic+N",0.0141,-1.4,1.82,0.17,-3,5,-0.075
"C37H48O14","unsaturated/lignin","unsaturated/lignin",0.2333,-0.5405,1.3,0.38,0,14,0
"C38H52O13","unsaturated/lignin","unsaturated/lignin",0.2063,-0.6842,1.37,0.34,0,13,0
"C35H56O15","aliphatic","aliphatic",0.0182,-0.7429,1.6,0.43,-7,8,-0.2
"C39H57O10P1","unsaturated/lignin","unsaturated/lignin",0.1818,-0.9487,1.46,0.26,1,12,0.0256
"C39H56O12","unsaturated/lignin","unsaturated/lignin",0.1818,-0.8205,1.44,0.31,0,12,0
"C51H56O1S1","unsaturated/lignin","unsaturated/lignin",0.4545,-1.0196,1.1,0.02,22,24,0.4314
"C40H60O11","aliphatic","aliphatic",0.1594,-0.95,1.5,0.28,0,11,0
"C42H64O7","aliphatic","aliphatic",0.1948,-1.1905,1.52,0.17,4,11,0.0952
"C38H68O12","aliphatic","aliphatic",-0.0312,-1.1579,1.79,0.32,-7,5,-0.1842
"C42H69O7P1","aliphatic","aliphatic",0.12,-1.3095,1.64,0.17,1,9,0.0238
"C38H55O12N1","unsaturated/lignin","unsaturated/lignin",0.1613,-0.7368,1.45,0.32,-1,12,-0.0263
"C41H67O9N1","aliphatic","aliphatic+N",0.0986,-1.122,1.63,0.22,-1,9,-0.0244
"C37H50O14","unsaturated/lignin","unsaturated/lignin",0.2,-0.5946,1.35,0.38,-1,13,-0.027
"C38H54O13","unsaturated/lignin","unsaturated/lignin",0.1746,-0.7368,1.42,0.34,-1,12,-0.0263
"C39H58O12","unsaturated/lignin","unsaturated/lignin",0.1515,-0.8718,1.49,0.31,-1,11,-0.0256
"C40H62O11","aliphatic","aliphatic",0.1304,-1,1.55,0.28,-1,10,-0.025
"C42H66O7","aliphatic","aliphatic",0.1688,-1.2381,1.57,0.17,3,10,0.0714
"C41H66O10","aliphatic","aliphatic",0.1111,-1.122,1.61,0.24,-1,9,-0.0244
"C38H70O12","aliphatic","aliphatic",-0.0625,-1.2105,1.84,0.32,-8,4,-0.2105
"C40H61O8N1","aliphatic","aliphatic+N",0.1714,-1.05,1.52,0.2,2,11,0.05
"C40H65O10N1","aliphatic","aliphatic+N",0.0882,-1.05,1.62,0.25,-2,9,-0.05
"C38H40O14","unsaturated/lignin","unsaturated/lignin",0.3871,-0.3158,1.05,0.37,5,19,0.1316
"C37H52O14","unsaturated/lignin","unsaturated/lignin",0.1667,-0.6486,1.41,0.38,-2,12,-0.0541
"C38H56O13","unsaturated/lignin","unsaturated/lignin",0.1429,-0.7895,1.47,0.34,-2,11,-0.0526
"C43H56O7","unsaturated/lignin","unsaturated/lignin",0.3165,-0.9767,1.3,0.16,9,16,0.2093
"C39H60O12","aliphatic","aliphatic",0.1212,-0.9231,1.54,0.31,-2,10,-0.0513
"C44H60O6","unsaturated/lignin","unsaturated/lignin",0.2927,-1.0909,1.36,0.14,9,15,0.2045
"C40H64O11","aliphatic","aliphatic",0.1014,-1.05,1.6,0.28,-2,9,-0.05
"C39H72O9","aliphatic","aliphatic",-0.0145,-1.3846,1.85,0.23,-5,4,-0.1282
"C36H50O15","unsaturated/lignin","unsaturated/lignin",0.1579,-0.5556,1.39,0.42,-3,12,-0.0833
"C42H54O8","unsaturated/lignin","unsaturated/lignin",0.3158,-0.9048,1.29,0.19,8,16,0.1905
"C38H58O13","aliphatic","aliphatic",0.1111,-0.8421,1.53,0.34,-3,10,-0.0789
"C43H58O7","unsaturated/lignin","unsaturated/lignin",0.2911,-1.0233,1.35,0.16,8,15,0.186
"C42H58O10","unsaturated/lignin","unsaturated/lignin",0.2432,-0.9048,1.38,0.24,4,14,0.0952
"C39H62O12","aliphatic","aliphatic",0.0909,-0.9744,1.59,0.31,-3,9,-0.0769
"C44H62O6","unsaturated/lignin","unsaturated/lignin",0.2683,-1.1364,1.41,0.14,8,14,0.1818
"C40H66O11","aliphatic","aliphatic",0.0725,-1.1,1.65,0.28,-3,8,-0.075
"C39H74O9","aliphatic","aliphatic",-0.0435,-1.4359,1.9,0.23,-6,3,-0.1538
"C39H48O13","unsaturated/lignin","unsaturated/lignin",0.2923,-0.5641,1.23,0.33,3,16,0.0769
"C36H52O15","unsaturated/lignin","unsaturated/lignin",0.1228,-0.6111,1.44,0.42,-4,11,-0.1111
"C41H52O9","unsaturated/lignin","unsaturated/lignin",0.3151,-0.8293,1.27,0.22,7,16,0.1707
"C37H56O14","aliphatic","aliphatic",0.1,-0.7568,1.51,0.38,-4,10,-0.1081
"C42H56O8","unsaturated/lignin","unsaturated/lignin",0.2895,-0.9524,1.33,0.19,7,15,0.1667
"C43H60O7","unsaturated/lignin","unsaturated/lignin",0.2658,-1.0698,1.4,0.16,7,14,0.1628
"C44H64O6","unsaturated/lignin","unsaturated/lignin",0.2439,-1.1818,1.45,0.14,7,13,0.1591
"C40H68O11","aliphatic","aliphatic",0.0435,-1.15,1.7,0.28,-4,7,-0.1
"C44H84O7","aliphatic","aliphatic",-0.0123,-1.5909,1.91,0.16,-4,3,-0.0909
"C44H67O5N1","aliphatic","aliphatic+N",0.2099,-1.2273,1.52,0.11,6,12,0.1364
"C39H50O13","unsaturated/lignin","unsaturated/lignin",0.2615,-0.6154,1.28,0.33,2,15,0.0513
"C36H54O15","aliphatic","aliphatic",0.0877,-0.6667,1.5,0.42,-5,10,-0.1389
"C41H54O9","unsaturated/lignin","unsaturated/lignin",0.2877,-0.878,1.32,0.22,6,15,0.1463
"C42H58O8","unsaturated/lignin","unsaturated/lignin",0.2632,-1,1.38,0.19,6,14,0.1429
"C41H58O11","unsaturated/lignin","unsaturated/lignin",0.2113,-0.878,1.41,0.27,2,13,0.0488
"C43H62O7","unsaturated/lignin","unsaturated/lignin",0.2405,-1.1163,1.44,0.16,6,13,0.1395
"C39H66O12","aliphatic","aliphatic",0.0303,-1.0769,1.69,0.31,-5,7,-0.1282
"C44H66O6","aliphatic","aliphatic",0.2195,-1.2273,1.5,0.14,6,12,0.1364
"C40H70O11","aliphatic","aliphatic",0.0145,-1.2,1.75,0.28,-5,6,-0.125
"C44H53O6N1","unsaturated/lignin","unsaturated/lignin",0.375,-0.8636,1.2,0.14,12,19,0.2727
"C35H52O16","unsaturated/lignin","unsaturated/lignin",0.0741,-0.5714,1.49,0.46,-6,10,-0.1714
"C39H52O13","unsaturated/lignin","unsaturated/lignin",0.2308,-0.6667,1.33,0.33,1,14,0.0256
"C36H56O15","aliphatic","aliphatic",0.0526,-0.7222,1.56,0.42,-6,9,-0.1667
"C40H57O10P1","unsaturated/lignin","unsaturated/lignin",0.2059,-0.925,1.43,0.25,2,13,0.05
"C40H56O12","unsaturated/lignin","unsaturated/lignin",0.2059,-0.8,1.4,0.3,1,13,0.025
"C41H61O9P1","unsaturated/lignin","unsaturated/lignin",0.1831,-1.0488,1.49,0.22,2,12,0.0488
"C42H65O8P1","aliphatic","aliphatic",0.1622,-1.1667,1.55,0.19,2,11,0.0476
"C43H69O7P1","aliphatic","aliphatic",0.1429,-1.2791,1.6,0.16,2,10,0.0465
"C40H75O10N1","aliphatic","aliphatic+N",-0.0588,-1.3,1.88,0.25,-7,4,-0.175
"C38H50O14","unsaturated/lignin","unsaturated/lignin",0.2258,-0.5789,1.32,0.37,0,14,0
"C36H58O15","aliphatic","aliphatic",0.0175,-0.7778,1.61,0.42,-7,8,-0.1944
"C40H59O10P1","unsaturated/lignin","unsaturated/lignin",0.1765,-0.975,1.48,0.25,1,12,0.025
"C40H58O12","unsaturated/lignin","unsaturated/lignin",0.1765,-0.85,1.45,0.3,0,12,0
"C41H62O9S1","aliphatic","aliphatic",0.1549,-1.0244,1.51,0.22,1,11,0.0244
"C52H58O1S1","unsaturated/lignin","unsaturated/lignin",0.4455,-1.0385,1.12,0.02,22,24,0.4231
"C42H66O8S1","aliphatic","aliphatic",0.1351,-1.1429,1.57,0.19,1,10,0.0238
"C42H66O10","aliphatic","aliphatic",0.1351,-1.0952,1.57,0.24,0,10,0
"C43H71O7P1","aliphatic","aliphatic",0.1169,-1.3256,1.65,0.16,1,9,0.0233
"C35H41O16N1","unsaturated/lignin","unsaturated/lignin",0.2692,-0.1714,1.17,0.46,-1,16,-0.0286
"C43H69O6N1","aliphatic","aliphatic+N",0.1538,-1.2558,1.6,0.14,3,10,0.0698
"C34H52O17","aliphatic","aliphatic",0.0196,-0.5294,1.53,0.5,-8,9,-0.2353
"C38H52O14","unsaturated/lignin","unsaturated/lignin",0.1935,-0.6316,1.37,0.37,-1,13,-0.0263
"C39H56O13","unsaturated/lignin","unsaturated/lignin",0.1692,-0.7692,1.44,0.33,-1,12,-0.0256
"C51H56O2S1","unsaturated/lignin","unsaturated/lignin",0.449,-0.9804,1.1,0.04,21,24,0.4118
"C41H64O9S1","aliphatic","aliphatic",0.1268,-1.0732,1.56,0.22,0,10,0
"C52H60O1S1","unsaturated/lignin","unsaturated/lignin",0.4257,-1.0769,1.15,0.02,21,23,0.4038
"C39H42O14","unsaturated/lignin","unsaturated/lignin",0.375,-0.359,1.08,0.36,5,19,0.1282
"C37H50O15","unsaturated/lignin","unsaturated/lignin",0.1864,-0.5405,1.35,0.41,-2,13,-0.0541
"C38H54O14","unsaturated/lignin","unsaturated/lignin",0.1613,-0.6842,1.42,0.37,-2,12,-0.0526
"C50H54O3S1","unsaturated/lignin","unsaturated/lignin",0.4526,-0.92,1.08,0.06,20,24,0.4
"C39H58O13","unsaturated/lignin","unsaturated/lignin",0.1385,-0.8205,1.49,0.33,-2,11,-0.0513
"C40H62O10S1","aliphatic","aliphatic",0.1176,-1,1.55,0.25,-1,10,-0.025
"C51H58O2S1","unsaturated/lignin","unsaturated/lignin",0.4286,-1.0196,1.14,0.04,20,23,0.3922
"C40H62O12","aliphatic","aliphatic",0.1176,-0.95,1.55,0.3,-2,10,-0.05
"C41H66O9S1","aliphatic","aliphatic",0.0986,-1.122,1.61,0.22,-1,9,-0.0244
"C41H66O11","aliphatic","aliphatic",0.0986,-1.0732,1.61,0.27,-2,9,-0.0488
"C50H70O2S1","unsaturated/lignin","unsaturated/lignin",0.2917,-1.28,1.4,0.04,13,16,0.26
"C40H65O11N1","aliphatic","aliphatic+N",0.0746,-1,1.62,0.28,-3,9,-0.075
"C37H52O15","unsaturated/lignin","unsaturated/lignin",0.1525,-0.5946,1.41,0.41,-3,12,-0.0811
"C38H56O14","unsaturated/lignin","unsaturated/lignin",0.129,-0.7368,1.47,0.37,-3,11,-0.0789
"C43H56O8","unsaturated/lignin","unsaturated/lignin",0.3077,-0.9302,1.3,0.19,8,16,0.186
"C43H61O8P1","unsaturated/lignin","unsaturated/lignin",0.2368,-1.0465,1.42,0.19,5,14,0.1163
"C51H61O2P1","unsaturated/lignin","unsaturated/lignin",0.4082,-1.1176,1.2,0.04,19,22,0.3725
"C45H64O6","unsaturated/lignin","unsaturated/lignin",0.2619,-1.1556,1.42,0.13,8,14,0.1778
"C44H80O8","aliphatic","aliphatic",0.025,-1.4545,1.82,0.18,-3,5,-0.0682
"C38H59O13N1","aliphatic","aliphatic+N",0.082,-0.7895,1.55,0.34,-4,10,-0.1053
"C38H42O15","unsaturated/lignin","unsaturated/lignin",0.3443,-0.3158,1.11,0.39,3,18,0.0789
"C42H54O9","unsaturated/lignin","unsaturated/lignin",0.3067,-0.8571,1.29,0.21,7,16,0.1667
"C38H58O14","aliphatic","aliphatic",0.0968,-0.7895,1.53,0.37,-4,10,-0.1053
"C43H58O8","unsaturated/lignin","unsaturated/lignin",0.2821,-0.9767,1.35,0.19,7,15,0.1628
"C39H62O11S1","aliphatic","aliphatic",0.0769,-0.9744,1.59,0.28,-3,9,-0.0769
"C44H62O7","unsaturated/lignin","unsaturated/lignin",0.2593,-1.0909,1.41,0.16,7,14,0.1591
"C40H66O12","aliphatic","aliphatic",0.0588,-1.05,1.65,0.3,-4,8,-0.1
"C45H66O6","unsaturated/lignin","unsaturated/lignin",0.2381,-1.2,1.47,0.13,7,13,0.1556
"C45H70O8","aliphatic","aliphatic",0.1707,-1.2,1.56,0.18,3,11,0.0667
"C44H82O8","aliphatic","aliphatic",0,-1.5,1.86,0.18,-4,4,-0.0909
"C46H90O6","aliphatic","aliphatic",-0.0233,-1.6957,1.96,0.13,-4,2,-0.087
"C40H52O13","unsaturated/lignin","unsaturated/lignin",0.2537,-0.65,1.3,0.32,2,15,0.05
"C37H56O15","aliphatic","aliphatic",0.0847,-0.7027,1.51,0.41,-5,10,-0.1351
"C42H56O9","unsaturated/lignin","unsaturated/lignin",0.28,-0.9048,1.33,0.21,6,15,0.1429
"C43H60O8","unsaturated/lignin","unsaturated/lignin",0.2564,-1.0233,1.4,0.19,6,14,0.1395
"C44H64O7","unsaturated/lignin","unsaturated/lignin",0.2346,-1.1364,1.45,0.16,6,13,0.1364
"C43H64O10","unsaturated/lignin","unsaturated/lignin",0.1842,-1.0233,1.49,0.23,2,12,0.0465
"C40H68O12","aliphatic","aliphatic",0.0294,-1.1,1.7,0.3,-5,7,-0.125
"C45H68O6","aliphatic","aliphatic",0.2143,-1.2444,1.51,0.13,6,12,0.1333
"C38H63O13N1","aliphatic","aliphatic+N",0.0164,-0.8947,1.66,0.34,-6,8,-0.1579
"C42H63O10N1","aliphatic","aliphatic+N",0.1667,-0.9524,1.5,0.24,1,12,0.0238
"C47H63O4N1","unsaturated/lignin","unsaturated/lignin",0.3182,-1.1064,1.34,0.09,12,17,0.2553
"C41H75O10N1","aliphatic","aliphatic+N",-0.0286,-1.2683,1.83,0.24,-6,5,-0.1463
"C40H54O13","unsaturated/lignin","unsaturated/lignin",0.2239,-0.7,1.35,0.32,1,14,0.025
"C33H58O18","aliphatic","aliphatic",-0.1667,-0.6667,1.76,0.55,-13,5,-0.3939
"C41H59O10P1","unsaturated/lignin","unsaturated/lignin",0.2,-0.9512,1.44,0.24,2,13,0.0488
"C42H63O9P1","aliphatic","aliphatic",0.1781,-1.0714,1.5,0.21,2,12,0.0476
"C36H66O13","aliphatic","aliphatic",-0.0847,-1.1111,1.83,0.36,-9,4,-0.25
"C43H66O8S1","aliphatic","aliphatic",0.1579,-1.1163,1.53,0.19,2,11,0.0465
"C43H66O10","aliphatic","aliphatic",0.1579,-1.0698,1.53,0.23,1,11,0.0233
"C44H71O7P1","aliphatic","aliphatic",0.1392,-1.2955,1.61,0.16,2,10,0.0455
"C45H75O6P1","aliphatic","aliphatic",0.122,-1.4,1.67,0.13,2,9,0.0444
"C39H52O14","unsaturated/lignin","unsaturated/lignin",0.2188,-0.6154,1.33,0.36,0,14,0
"C41H56O10","unsaturated/lignin","unsaturated/lignin",0.25,-0.878,1.37,0.24,4,14,0.0976
"C40H56O13","unsaturated/lignin","unsaturated/lignin",0.194,-0.75,1.4,0.32,0,13,0
"C41H61O10P1","unsaturated/lignin","unsaturated/lignin",0.1714,-1,1.49,0.24,1,12,0.0244
"C53H60O1S1","unsaturated/lignin","unsaturated/lignin",0.4369,-1.0566,1.13,0.02,22,24,0.4151
"C43H68O8S1","aliphatic","aliphatic",0.1316,-1.1628,1.58,0.19,1,10,0.0233
"C43H69O8P1","aliphatic","aliphatic",0.1316,-1.2326,1.6,0.19,1,10,0.0233
"C40H72O12","aliphatic","aliphatic",-0.0294,-1.2,1.8,0.3,-7,5,-0.175
"C44H73O7P1","aliphatic","aliphatic",0.1139,-1.3409,1.66,0.16,1,9,0.0227
"C45H76O6S1","aliphatic","aliphatic",0.0976,-1.3778,1.69,0.13,1,8,0.0222
"C43H85O7P1","aliphatic","aliphatic",-0.0649,-1.6512,1.98,0.16,-6,2,-0.1395
"C40H59O12N1","unsaturated/lignin","unsaturated/lignin",0.1515,-0.8,1.48,0.3,-1,12,-0.025
"C42H67O10N1","aliphatic","aliphatic+N",0.1111,-1.0476,1.6,0.24,-1,10,-0.0238
"C44H71O6N1","aliphatic","aliphatic+N",0.15,-1.2727,1.61,0.14,3,10,0.0682
"C43H71O9N1","aliphatic","aliphatic+N",0.0933,-1.1628,1.65,0.21,-1,9,-0.0233
"C32H54O17","aliphatic","aliphatic",-0.1064,-0.625,1.69,0.53,-11,6,-0.3438
"C39H54O14","unsaturated/lignin","unsaturated/lignin",0.1875,-0.6667,1.38,0.36,-1,13,-0.0256
"C41H58O10","unsaturated/lignin","unsaturated/lignin",0.2222,-0.9268,1.41,0.24,3,13,0.0732
"C40H58O13","unsaturated/lignin","unsaturated/lignin",0.1642,-0.8,1.45,0.32,-1,12,-0.025
"C42H62O9","unsaturated/lignin","unsaturated/lignin",0.2,-1.0476,1.48,0.21,3,12,0.0714
"C41H62O12","aliphatic","aliphatic",0.1429,-0.9268,1.51,0.29,-1,11,-0.0244
"C43H66O8","aliphatic","aliphatic",0.1795,-1.1628,1.53,0.19,3,11,0.0698
"C42H66O11","aliphatic","aliphatic",0.1233,-1.0476,1.57,0.26,-1,10,-0.0238
"C44H70O7","aliphatic","aliphatic",0.1605,-1.2727,1.59,0.16,3,10,0.0682
"C44H86O4S1","aliphatic","aliphatic",-0.0244,-1.7273,1.95,0.09,-3,2,-0.0682
"C38H52O15","unsaturated/lignin","unsaturated/lignin",0.1803,-0.5789,1.37,0.39,-2,13,-0.0526
"C39H56O14","unsaturated/lignin","unsaturated/lignin",0.1562,-0.7179,1.44,0.36,-2,12,-0.0513
"C40H60O13","aliphatic","aliphatic",0.1343,-0.85,1.5,0.32,-2,11,-0.05
"C52H60O2S1","unsaturated/lignin","unsaturated/lignin",0.42,-1.0385,1.15,0.04,20,23,0.3846
"C41H64O12","aliphatic","aliphatic",0.1143,-0.9756,1.56,0.29,-2,10,-0.0488
"C42H68O9S1","aliphatic","aliphatic",0.0959,-1.1429,1.62,0.21,-1,9,-0.0238
"C53H64O1S1","unsaturated/lignin","unsaturated/lignin",0.3981,-1.1321,1.21,0.02,20,22,0.3774
"C44H72O7","aliphatic","aliphatic",0.1358,-1.3182,1.64,0.16,2,9,0.0455
"C40H77O10P1","aliphatic","aliphatic",-0.0882,-1.425,1.93,0.25,-8,3,-0.2
"C40H76O12","aliphatic","aliphatic",-0.0882,-1.3,1.9,0.3,-9,3,-0.225
"C45H63O6N1","unsaturated/lignin","unsaturated/lignin",0.2683,-1.0667,1.4,0.13,8,15,0.1778
"C43H87O6N1","aliphatic","lipid",-0.0769,-1.6744,2.02,0.14,-6,1,-0.1395
"C38H54O15","unsaturated/lignin","unsaturated/lignin",0.1475,-0.6316,1.42,0.39,-3,12,-0.0789
"C39H58O14","unsaturated/lignin","unsaturated/lignin",0.125,-0.7692,1.49,0.36,-3,11,-0.0769
"C40H62O13","aliphatic","aliphatic",0.1045,-0.9,1.55,0.32,-3,10,-0.075
"C52H62O2S1","unsaturated/lignin","unsaturated/lignin",0.4,-1.0769,1.19,0.04,19,22,0.3654
"C41H66O12","aliphatic","aliphatic",0.0857,-1.0244,1.61,0.29,-3,9,-0.0732
"C43H61O10N1","unsaturated/lignin","unsaturated/lignin",0.2162,-0.8837,1.42,0.23,3,14,0.0698
"C39H44O15","unsaturated/lignin","unsaturated/lignin",0.3333,-0.359,1.13,0.38,3,18,0.0769
"C38H56O15","unsaturated/lignin","unsaturated/lignin",0.1148,-0.6842,1.47,0.39,-4,11,-0.1053
"C43H56O9","unsaturated/lignin","unsaturated/lignin",0.2987,-0.8837,1.3,0.21,7,16,0.1628
"C50H57O4P1","unsaturated/lignin","unsaturated/lignin",0.4255,-0.98,1.14,0.08,18,23,0.36
"C44H60O8","unsaturated/lignin","unsaturated/lignin",0.275,-1,1.36,0.18,7,15,0.1591
"C45H64O7","unsaturated/lignin","unsaturated/lignin",0.253,-1.1111,1.42,0.16,7,14,0.1556
"C44H64O10","unsaturated/lignin","unsaturated/lignin",0.2051,-1,1.45,0.23,3,13,0.0682
"C46H68O6","unsaturated/lignin","unsaturated/lignin",0.2326,-1.2174,1.48,0.13,7,13,0.1522
"C44H80O9","aliphatic","aliphatic",0.0127,-1.4091,1.82,0.2,-4,5,-0.0909
"C38H59O14N1","aliphatic","aliphatic+N",0.0667,-0.7368,1.55,0.37,-5,10,-0.1316
"C39H75O10N1","aliphatic","aliphatic+N",-0.0909,-1.3333,1.92,0.26,-8,3,-0.2051
"C38H58O15","aliphatic","aliphatic",0.082,-0.7368,1.53,0.39,-5,10,-0.1316
